"","Date","Global_active_power"
"1",2006-12-16,3.05347474747475
"2",2006-12-17,2.35448611111111
"3",2006-12-18,1.53043472222222
"4",2006-12-19,1.15707916666667
"5",2006-12-20,1.54565833333333
"6",2006-12-21,NA
"7",2006-12-22,1.62592916666667
"8",2006-12-23,3.31485138888889
"9",2006-12-24,1.77084166666667
"10",2006-12-25,1.90494444444444
"11",2006-12-26,2.73202083333333
"12",2006-12-27,1.06163888888889
"13",2006-12-28,1.43933194444444
"14",2006-12-29,2.20443888888889
"15",2006-12-30,NA
"16",2006-12-31,2.426525
"17",2007-01-01,1.90903055555556
"18",2007-01-02,0.881413888888889
"19",2007-01-03,0.704204166666667
"20",2007-01-04,2.26348055555556
"21",2007-01-05,1.88428055555556
"22",2007-01-06,1.04748472222222
"23",2007-01-07,1.69973611111111
"24",2007-01-08,1.5565
"25",2007-01-09,1.29795416666667
"26",2007-01-10,1.49638888888889
"27",2007-01-11,1.56610694444444
"28",2007-01-12,1.01478888888889
"29",2007-01-13,2.21306527777778
"30",2007-01-14,NA
"31",2007-01-15,1.4921375
"32",2007-01-16,1.17111388888889
"33",2007-01-17,1.97756111111111
"34",2007-01-18,1.26490416666667
"35",2007-01-19,1.02808333333333
"36",2007-01-20,2.17620277777778
"37",2007-01-21,2.36615416666667
"38",2007-01-22,1.51423194444444
"39",2007-01-23,1.23447222222222
"40",2007-01-24,2.07489861111111
"41",2007-01-25,1.10857222222222
"42",2007-01-26,1.12359166666667
"43",2007-01-27,1.41949444444444
"44",2007-01-28,NA
"45",2007-01-29,1.37685
"46",2007-01-30,1.18597083333333
"47",2007-01-31,1.64149444444444
"48",2007-02-01,1.26719444444444
"49",2007-02-02,1.15815
"50",2007-02-03,2.79841805555556
"51",2007-02-04,2.49718055555556
"52",2007-02-05,1.14255555555556
"53",2007-02-06,0.884361111111111
"54",2007-02-07,1.61667916666667
"55",2007-02-08,1.25098194444444
"56",2007-02-09,1.1251375
"57",2007-02-10,1.96481111111111
"58",2007-02-11,2.48001944444444
"59",2007-02-12,1.30389583333333
"60",2007-02-13,0.982323611111111
"61",2007-02-14,1.73518888888889
"62",2007-02-15,1.3787125
"63",2007-02-16,1.18231111111111
"64",2007-02-17,1.4423
"65",2007-02-18,2.65955694444444
"66",2007-02-19,1.51848194444444
"67",2007-02-20,2.18745
"68",2007-02-21,1.43949583333333
"69",2007-02-22,NA
"70",2007-02-23,0.912138888888889
"71",2007-02-24,0.496473611111111
"72",2007-02-25,0.348430555555556
"73",2007-02-26,0.394780555555556
"74",2007-02-27,0.3598
"75",2007-02-28,0.361648611111111
"76",2007-03-01,0.359419444444444
"77",2007-03-02,0.358116666666667
"78",2007-03-03,0.568834722222222
"79",2007-03-04,1.451875
"80",2007-03-05,1.84745277777778
"81",2007-03-06,0.865625
"82",2007-03-07,1.64944861111111
"83",2007-03-08,1.09175833333333
"84",2007-03-09,0.883758333333333
"85",2007-03-10,1.72549444444444
"86",2007-03-11,2.41710833333333
"87",2007-03-12,1.35463055555556
"88",2007-03-13,0.895933333333334
"89",2007-03-14,1.24539166666667
"90",2007-03-15,1.30889861111111
"91",2007-03-16,1.18198194444444
"92",2007-03-17,1.40839583333333
"93",2007-03-18,1.64655972222222
"94",2007-03-19,1.49480416666667
"95",2007-03-20,1.44876944444444
"96",2007-03-21,1.48756388888889
"97",2007-03-22,1.01040138888889
"98",2007-03-23,0.909033333333333
"99",2007-03-24,2.06140972222222
"100",2007-03-25,NA
"101",2007-03-26,0.983390277777778
"102",2007-03-27,0.767458333333334
"103",2007-03-28,1.6207625
"104",2007-03-29,1.10444861111111
"105",2007-03-30,0.973884722222223
"106",2007-03-31,2.43715972222222
"107",2007-04-01,1.93468888888889
"108",2007-04-02,1.36165138888889
"109",2007-04-03,1.14084722222222
"110",2007-04-04,1.42490833333333
"111",2007-04-05,1.28060972222222
"112",2007-04-06,1.11190277777778
"113",2007-04-07,1.07911388888889
"114",2007-04-08,1.11723333333333
"115",2007-04-09,0.695083333333334
"116",2007-04-10,0.539836111111112
"117",2007-04-11,0.616306944444445
"118",2007-04-12,0.373406944444444
"119",2007-04-13,0.382654166666667
"120",2007-04-14,0.384908333333333
"121",2007-04-15,0.504280555555556
"122",2007-04-16,0.661381944444444
"123",2007-04-17,0.849815277777777
"124",2007-04-18,0.693226388888889
"125",2007-04-19,0.714345833333333
"126",2007-04-20,0.571236111111111
"127",2007-04-21,1.16226111111111
"128",2007-04-22,1.55119027777778
"129",2007-04-23,0.7323375
"130",2007-04-24,0.716736111111111
"131",2007-04-25,0.877890277777778
"132",2007-04-26,0.885740277777778
"133",2007-04-27,0.759952777777778
"134",2007-04-28,NA
"135",2007-04-29,NA
"136",2007-04-30,NA
"137",2007-05-01,1.15545694444444
"138",2007-05-02,0.696865277777778
"139",2007-05-03,0.757109722222222
"140",2007-05-04,0.693144444444445
"141",2007-05-05,1.08545277777778
"142",2007-05-06,1.45979444444444
"143",2007-05-07,1.14143333333333
"144",2007-05-08,1.24256388888889
"145",2007-05-09,1.15676111111111
"146",2007-05-10,0.491586111111111
"147",2007-05-11,0.679968055555555
"148",2007-05-12,1.0010875
"149",2007-05-13,1.13523472222222
"150",2007-05-14,1.01929305555556
"151",2007-05-15,0.62805
"152",2007-05-16,1.17565555555555
"153",2007-05-17,0.855427777777777
"154",2007-05-18,1.13300694444445
"155",2007-05-19,0.992668055555555
"156",2007-05-20,1.36689444444444
"157",2007-05-21,0.777820833333334
"158",2007-05-22,0.786702777777777
"159",2007-05-23,1.01731666666667
"160",2007-05-24,0.801658333333333
"161",2007-05-25,1.12098611111111
"162",2007-05-26,1.05017222222222
"163",2007-05-27,1.4957
"164",2007-05-28,1.13713055555556
"165",2007-05-29,0.737041666666667
"166",2007-05-30,1.1179625
"167",2007-05-31,0.651770833333333
"168",2007-06-01,NA
"169",2007-06-02,1.03080694444444
"170",2007-06-03,1.46390694444444
"171",2007-06-04,0.633068055555556
"172",2007-06-05,1.01311944444444
"173",2007-06-06,NA
"174",2007-06-07,0.684029166666667
"175",2007-06-08,1.49169861111111
"176",2007-06-09,NA
"177",2007-06-10,0.931119444444445
"178",2007-06-11,0.551843055555555
"179",2007-06-12,0.638031944444445
"180",2007-06-13,0.643938888888889
"181",2007-06-14,0.874363888888889
"182",2007-06-15,0.687225
"183",2007-06-16,1.40122361111111
"184",2007-06-17,1.35214583333333
"185",2007-06-18,0.4711625
"186",2007-06-19,NA
"187",2007-06-20,0.746031944444445
"188",2007-06-21,0.560379166666667
"189",2007-06-22,0.393259722222222
"190",2007-06-23,0.331643055555556
"191",2007-06-24,0.496288888888889
"192",2007-06-25,0.744584722222221
"193",2007-06-26,0.656186111111111
"194",2007-06-27,1.02835138888889
"195",2007-06-28,0.899609722222222
"196",2007-06-29,NA
"197",2007-06-30,0.927301388888889
"198",2007-07-01,0.712961111111111
"199",2007-07-02,0.671550000000002
"200",2007-07-03,0.73605
