"","Date","Global_active_power","Voltage"
"1",2006-12-16,3.05347474747475,236.243762626263
"2",2006-12-17,2.35448611111111,240.087027777778
"3",2006-12-18,1.53043472222222,241.231694444444
"4",2006-12-19,1.15707916666667,241.9993125
"5",2006-12-20,1.54565833333333,242.3080625
"6",2006-12-21,NA,NA
"7",2006-12-22,1.62592916666667,241.184548611111
"8",2006-12-23,3.31485138888889,240.136076388889
"9",2006-12-24,1.77084166666667,241.6874375
"10",2006-12-25,1.90494444444444,243.399930555556
"11",2006-12-26,2.73202083333333,241.6254375
"12",2006-12-27,1.06163888888889,243.767361111111
"13",2006-12-28,1.43933194444444,243.268333333333
"14",2006-12-29,2.20443888888889,240.871305555556
"15",2006-12-30,NA,NA
"16",2006-12-31,2.426525,239.896576388889
"17",2007-01-01,1.90903055555556,240.128979166667
"18",2007-01-02,0.881413888888889,241.943777777778
"19",2007-01-03,0.704204166666667,243.557090277778
"20",2007-01-04,2.26348055555556,239.750298611111
"21",2007-01-05,1.88428055555556,240.495763888889
"22",2007-01-06,1.04748472222222,239.673055555556
"23",2007-01-07,1.69973611111111,240.902486111111
"24",2007-01-08,1.5565,239.576951388889
"25",2007-01-09,1.29795416666667,240.487520833333
"26",2007-01-10,1.49638888888889,241.027451388889
"27",2007-01-11,1.56610694444444,241.1556875
"28",2007-01-12,1.01478888888889,241.538208333333
"29",2007-01-13,2.21306527777778,239.283611111111
"30",2007-01-14,NA,NA
"31",2007-01-15,1.4921375,241.240909722222
"32",2007-01-16,1.17111388888889,241.944756944444
"33",2007-01-17,1.97756111111111,241.00525
"34",2007-01-18,1.26490416666667,240.893597222222
"35",2007-01-19,1.02808333333333,240.160944444444
"36",2007-01-20,2.17620277777778,238.867472222222
"37",2007-01-21,2.36615416666667,238.968118055556
"38",2007-01-22,1.51423194444444,241.603131944444
"39",2007-01-23,1.23447222222222,242.762555555556
"40",2007-01-24,2.07489861111111,241.457694444444
"41",2007-01-25,1.10857222222222,243.424361111111
"42",2007-01-26,1.12359166666667,242.771791666667
"43",2007-01-27,1.41949444444444,241.616569444444
"44",2007-01-28,NA,NA
"45",2007-01-29,1.37685,240.929597222222
"46",2007-01-30,1.18597083333333,241.840875
"47",2007-01-31,1.64149444444444,239.921131944444
"48",2007-02-01,1.26719444444444,240.392138888889
"49",2007-02-02,1.15815,240.334388888889
"50",2007-02-03,2.79841805555556,238.910194444444
"51",2007-02-04,2.49718055555556,239.633333333333
"52",2007-02-05,1.14255555555556,240.8103125
"53",2007-02-06,0.884361111111111,241.264159722222
"54",2007-02-07,1.61667916666667,241.149694444444
"55",2007-02-08,1.25098194444444,241.797305555556
"56",2007-02-09,1.1251375,241.740444444444
"57",2007-02-10,1.96481111111111,240.036826388889
"58",2007-02-11,2.48001944444444,239.506145833333
"59",2007-02-12,1.30389583333333,240.0985
"60",2007-02-13,0.982323611111111,241.166854166667
"61",2007-02-14,1.73518888888889,240.375388888889
"62",2007-02-15,1.3787125,240.669222222222
"63",2007-02-16,1.18231111111111,240.820944444444
"64",2007-02-17,1.4423,239.316034722222
"65",2007-02-18,2.65955694444444,239.170805555556
"66",2007-02-19,1.51848194444444,239.789583333333
"67",2007-02-20,2.18745,239.865444444444
"68",2007-02-21,1.43949583333333,240.460965277778
"69",2007-02-22,NA,NA
"70",2007-02-23,0.912138888888889,240.685965277778
"71",2007-02-24,0.496473611111111,239.863104166667
"72",2007-02-25,0.348430555555556,241.681548611111
"73",2007-02-26,0.394780555555556,241.273590277778
"74",2007-02-27,0.3598,242.944270833333
"75",2007-02-28,0.361648611111111,242.159590277778
"76",2007-03-01,0.359419444444444,241.321402777778
"77",2007-03-02,0.358116666666667,240.591597222222
"78",2007-03-03,0.568834722222222,241.288083333333
"79",2007-03-04,1.451875,240.029798611111
"80",2007-03-05,1.84745277777778,240.030909722222
"81",2007-03-06,0.865625,240.988069444444
"82",2007-03-07,1.64944861111111,240.3235625
"83",2007-03-08,1.09175833333333,240.665423611111
"84",2007-03-09,0.883758333333333,240.888465277778
"85",2007-03-10,1.72549444444444,239.802833333333
"86",2007-03-11,2.41710833333333,240.007291666667
"87",2007-03-12,1.35463055555556,240.558715277778
"88",2007-03-13,0.895933333333334,240.897965277778
"89",2007-03-14,1.24539166666667,240.777291666667
"90",2007-03-15,1.30889861111111,240.280493055556
"91",2007-03-16,1.18198194444444,239.527131944444
"92",2007-03-17,1.40839583333333,238.224652777778
"93",2007-03-18,1.64655972222222,241.047819444444
