"","marketing","reconocimiento","trafico","conversion","ventas"
"1",1.37095844714667,1.64588764373901,2.76528499902856,1.51473140083438,1.17250896092001
"2",-0.564698171396089,0.393000991338037,0.635448290156794,0.349742507503836,0.0188895930067326
"3",0.363128411337339,0.215912033458753,0.895338351529187,-0.0643541033739268,-1.33538196789019
"4",0.63286260496104,0.488525204907606,0.570267580421275,0.98153481652768,-0.867031077148774
"5",0.404268323140999,-0.3335618420699,-0.98020573037217,-1.24268567275136,-1.77660193513973
"6",-0.106124516091484,-0.222174173695863,-0.600182125971161,-0.181802259768734,0.156207202512795
"7",1.51152199743894,0.0835461536247447,0.178151522957731,0.734006940313252,0.36295207077229
"8",-0.0946590384130976,-0.830360139729951,-2.79947981971353,-2.78714857747193,-2.36221714291391
"9",2.01842371387704,0.234403757190949,-0.549409314807817,0.331439262649,-0.371043522014343
"10",-0.062714099052421,0.631337703724417,0.986103346827186,-0.785631860591304,-0.0969854332748159
"11",1.30486965422349,1.67489923133041,0.682429786859552,0.638534697191214,-0.793083185148262
"12",2.28664539270111,1.04163135327899,0.346008142747149,1.30040325401064,1.40639443992475
"13",-1.38886070111234,-1.73649833907287,-0.259458641171066,0.207185543585727,0.471642611758914
"14",-0.278788766817371,-0.237618325512064,-0.566174306790817,0.244093146120989,-0.493886345354098
"15",-0.133321336393658,1.7135301528139,1.44548417234973,0.62446128364915,0.332588885853492
"16",0.635950398070074,2.01462077544244,-0.0298261398629731,0.187984964752931,0.792015387376604
"17",-0.284252921416072,-1.54639202222681,-1.83252571889217,-0.508302325468021,0.682789809895476
"18",-2.65645542090478,-1.87939857744078,-2.37295363018797,-2.59147225051427,-0.567729167102901
"19",-2.44046692857552,-0.237655763415476,-0.0631918840826091,0.656951571362388,0.705318931021003
"20",1.32011334573019,0.761472730149926,0.253909470406139,-0.80877608234589,-0.686559386159255
"21",-0.306638594078475,1.09394743741406,1.75516840280338,0.879471164685477,0.913277199499919
"22",-1.78130843398,-1.33565337503591,-0.76803503897804,1.29830526945729,0.650315092455186
"23",-0.171917355759621,0.380838325676529,1.29246466133311,1.26219115915315,0.0682314393714598
"24",1.2146746991726,0.90819781090376,2.05568901673534,1.3753920757613,1.5271124613433
"25",1.89519346126497,3.72037167314303,1.65345383326215,1.84255365873112,1.7186539600977
"26",-0.4304691316062,0.478080574454297,0.573695575905553,0.230920843312067,1.09585135888832
"27",-0.25726938276893,-1.1195928850341,-1.29169069411754,-0.468917214432732,0.945123277621978
"28",-1.76316308519478,-1.54100278644748,-0.257159238249244,-0.421228120666896,0.830095175133525
"29",0.460097354831271,0.572246640596413,-0.549072612699063,-2.03300801097839,-0.729468428322629
"30",-0.639994875960119,-1.90479744291976,-1.86881769460077,-0.977501042872987,-0.662716381254949
"31",0.455450123241219,-1.17025788202586,-0.412607145851124,-0.646861138446626,-0.488922197472184
"32",0.704837337228819,-0.474555682746884,-0.188356570081046,-0.533371138886013,-0.656338444557335
"33",1.03510352196992,0.342718427934642,0.39859367673303,0.281673616323144,-0.402708048130018
"34",-0.608926375407211,0.625765893661257,0.399639171746695,1.21953307089216,0.50012690702099
"35",0.50495512329797,0.0836150220969591,-0.376926792932132,-0.0570256969609036,0.423311513482356
"36",-1.71700867907334,-0.900300634997451,-0.599327080863611,0.169721903919277,0.398827002797462
"37",-0.784459008379496,-0.522360932830148,1.00882848242807,1.14652494645398,-0.159001272168693
"38",-0.850907594176518,-1.07473423412602,-0.60541992742809,-0.352675069575517,0.669149619786442
"39",-2.41420764994663,-0.358766774967187,-1.25211324539139,-0.406694659511262,0.704004421310319
"40",0.0361226068922556,-0.8555369863313,-1.14619347094724,-0.899156891856269,0.527851722183818
"41",0.205998600200254,-0.0591476547173609,-0.913983108087433,-1.51430675286789,-1.90199581622282
"42",-0.361057298548666,-0.494896843617415,-0.992265378395577,-0.451241093926154,-0.603187686830272
"43",0.758163235699517,0.880600837025097,-0.52453667549418,-1.96164523426605,-1.58225505193215
"44",-0.726704827076575,0.849764753563005,-1.63330850752667,-1.83366238210421,-1.53025408706439
"45",-1.36828104441929,-0.409917005758302,0.309798246185393,0.17517983184323,-0.309657323098008
"46",0.432818025888717,1.36558934399165,1.27910734658003,0.782843499274135,0.0888405236556611
"47",-0.811393176186672,0.12364173312792,-0.132477395092532,-0.386987240802977,-0.979460256766088
"48",1.44410126172125,0.366793121325462,-0.377301636834051,0.427902565646195,-0.143980991960046
"49",-0.431446202613345,-0.193632681224818,-0.75624328053718,-1.27809995015207,-1.07979230007251
"50",0.655647883402207,1.49425201913314,1.14082607933796,-1.03097217137401,-0.524894329081132
"51",0.321925265203947,-1.05585746980327,-0.399470749288294,0.266686803861701,0.627578564714271
"52",-0.783838940880375,-0.210486836052466,0.221547103973712,0.186656524269448,0.839731940343896
"53",1.57572751979198,0.820004258313396,0.454872697051647,0.242468476707856,-0.443009319378191
"54",0.642899305717316,1.08796667201787,1.09356880168704,0.491641144131255,0.351478235389247
"55",0.0897606465996057,0.653989648104274,0.704601462046093,-0.687678629597752,1.30478453727152
"56",0.276550747291463,0.406773171449142,0.670375140446806,-0.197630520293411,-0.474860430057206
"57",0.679288816055271,1.60182218341661,1.27777122541674,1.2496297362641,1.36758175810216
"58",0.0898328865790817,-1.16649530818831,0.687936173253052,0.494726590581842,-0.202186211633504
"59",-2.99309008315293,-1.06728000310294,-1.43103169147022,-1.99495944553909,-0.497696963508691
"60",0.284882953530659,-1.09269585016764,0.605677031831804,0.842694274228828,0.95688889425281
"61",-0.367234642740975,0.24983222005028,-0.129959204296405,0.459494292212776,-0.3899857002441
"62",0.185230564865609,0.182852175719945,0.0485841015912171,-0.0602342610177142,0.729741238095537
"63",0.581823727365507,1.12290356197918,0.682462190059269,0.466252970710762,1.14736823314159
"64",1.39973682729268,0.902891978707466,0.138018751858033,1.08301141206519,1.36605770659118
"65",-0.727292059474465,-1.69133510487355,-2.97327986789323,-1.80490881836367,-3.2492496900744
"66",1.30254263204414,-0.824732967986386,-0.703949160487724,0.36114817730932,0.342616249393256
"67",0.335848119752074,0.634287691242255,0.381964751815478,0.235821277259751,1.29319617408269
"68",1.03850609869762,0.564402380731832,-1.07976113966759,0.279808693619836,0.0533885923370934
"69",0.920728568290646,0.0956224261279232,0.492544062129062,0.291802192805669,-0.303937324164778
"70",0.720878162866862,0.183672129837205,-0.376799282664195,0.378664422174752,0.130410922848798
"71",-1.04311893856785,-1.1630034168218,0.518541565577246,0.121633996284383,-1.70821738966768
"72",-0.0901863866107067,-0.179984193631207,0.112903184914243,-0.674869629797774,-1.29238807782976
